INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8600	Hoan LÕc Trß Trß·ng Thành	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8601	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1991	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8602	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1992	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8603	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1993	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8604	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1994	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8605	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1995	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8606	Hoan LÕc Trß Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1996	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8609	Hoan LÕc Trß Bäo Bäo	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8610	Hoan LÕc Trß Trß·ng Thành	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8611	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1991	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8612	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1992	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8613	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1993	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8614	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1994	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8615	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1995	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8616	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1996	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8617	Hoan LÕc Trß Biªn D¸	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1997	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8619	Hoan LÕc Trß Bäo Bäo	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8620	Hoan LÕc Trß Trß·ng Thành	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8621	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1991	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8622	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1992	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8623	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1993	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8624	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1994	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8625	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1995	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8626	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1996	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8627	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1997	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8628	Hoan LÕc Trß Biªn D¸	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	2286	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8629	Hoan LÕc Trß Bäo Bäo	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1990	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_8	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	1	0	0	0
8630	Höa Tông Yêu ThØ Trß·ng Thành	0	55	930	0	10	0	-1	9	20	1	0.1	-1	0	3875	866	3875	866	22368	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1851	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8631	Höa Tông Yêu ThØ Biªn D¸	0	55	93	0	10	0	-1	9	20	1	0.1	-1	0	1937	866	1937	866	11184	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1852	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8632	Höa Tông Yêu ThØ Biªn D¸	0	55	93	0	10	0	-1	9	20	1	0.1	-1	0	1937	866	1937	866	11184	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1853	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8633	Höa Tông Yêu ThØ Biªn D¸	0	55	93	0	10	0	-1	9	20	1	0.1	-1	0	1937	866	1937	866	11184	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1854	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8634	Höa Tông Yêu ThØ Biªn D¸	0	55	93	0	10	0	-1	9	20	1	0.1	-1	0	1937	866	1937	866	11184	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1855	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8639	Höa Tông Yêu ThØ Bäo Bäo	0	55	93	0	10	0	-1	9	20	1	0.1	-1	0	1937	866	1937	866	11184	2097	0	0	941	128	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1851	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8640	Viêm Höa Yêu ThØ Trß·ng Thành	0	75	1494	0	10	0	-1	9	20	1	0.1	-1	0	5272	1179	5272	1179	36518	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1851	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8641	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1852	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8642	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1853	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8643	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1854	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8644	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1855	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8645	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1856	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8646	Viêm Höa Yêu ThØ Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1857	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8649	Viêm Höa Yêu ThØ Bäo Bäo	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1851	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_23	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	11	0	0	4	5	0	0	0
8650	Huy«n Dñc Ma Thú Trß·ng Thành	0	65	1196	0	10	0	-1	9	20	1	0.1	-1	0	4573	1023	4573	1023	29040	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1859	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8651	Huy«n Dñc Ma Thú Biªn D¸	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1860	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8652	Huy«n Dñc Ma Thú Biªn D¸	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1861	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8653	Huy«n Dñc Ma Thú Biªn D¸	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1862	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8654	Huy«n Dñc Ma Thú Biªn D¸	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1863	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8655	Huy«n Dñc Ma Thú Biªn D¸	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1864	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8659	Huy«n Dñc Ma Thú Bäo Bäo	0	65	119	0	10	0	-1	9	20	1	0.1	-1	0	2286	1023	2286	1023	14520	2475	0	0	1270	151	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1859	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8660	Xuy Huy«n Ma Thú Trß·ng Thành	0	75	1494	0	10	0	-1	9	20	1	0.1	-1	0	5272	1179	5272	1179	36518	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1859	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8661	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1860	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8662	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1861	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8663	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1862	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8664	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1863	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8665	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1864	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8666	Xuy Huy«n Ma Thú Biªn D¸	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1865	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8669	Xuy Huy«n Ma Thú Bäo Bäo	0	75	149	0	10	0	-1	9	20	1	0.1	-1	0	2636	1179	2636	1179	18259	2853	0	0	1646	174	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1859	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_24	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	5	0	0	0
8670	Trân KÏ ThØ Trß·ng Thành	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1835	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8671	Trân KÏ ThØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1850	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8672	Trân KÏ ThØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1846	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8673	Trân KÏ ThØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1845	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8674	Trân KÏ ThØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1849	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8675	Trân KÏ ThØ Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1847	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8679	Trân KÏ ThØ Bäo Bäo	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1835	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_25	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
8680	KÏ Lân Trß·ng Thành	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	859	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
8681	KÏ Lân Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	933	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
8682	KÏ Lân Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	937	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
8683	KÏ Lân Biªn D¸	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	860	1	1	-1	100	100	set:PetHeader2 image:PetHeader2_3	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
