INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
849	646	2000	Shenqi_5							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tuy®t Di®u Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång công kích hµi tâm cüa bän thân, giäm phòng ngñ hµi tâm ğ¯i phß½ng
850	850	7500	Buff7_11				g01_buff5		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoÕi công
851	851	7500	Buff7_12				g01_buff5		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng nµi công
852	852	7500	Buff7_14							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Bång công ra
853	853	7500	Buff7_13							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Höa công ra
854	854	7500	Buff7_15							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Huy«n công ra
855	855	7500	Buff7_16							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Ğµc công ra
856	856	6000	Buff7_3				boss_Æ®Ãì·å¹ş´ó°Ôbuff01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Huy«n Xu Chi Th¯ng: t¤n công vào huy®t sinh tØ, không th¬ di chuy¬n, nhßng sát thß½ng gây ra lúc này tång g¤p ğôi
857	857	6000	Buff7_5				boss_Æ®Ãì·å¹ş´ó°Ôbuff03		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Khí Häi Chi Th¯ng: t¤n công vào huy®t sinh tØ, sát thß½ng khi nh§n phäi tång g¤p ğôi
858	858	6000	Buff7_4				boss_Æ®Ãì·å¹ş´ó°Ôbuff02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ty Trúc Không Chi Th¯ng: t¤n công vào huy®t sinh tØ, løc thân b¤t nh§n, và không th¬ ch÷n møc tiêu t¤n công
859	859	8600	Buff7_6				boss_Æ®Ãì·åÎÚÀÏ´óbuff·è¿ñ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Phong Cu°ng: nâng cao sát thß½ng và t¯c ğµ di chuy¬n lên cñc ğÕi
860	860	6000	Buff0_15				g01_buff27		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Na Lı T¦u: làm cho ğ¯i phß½ng không th¬ di chuy¬n
861	861	7500	Buff8_3		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å×¿²»·²03		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Kim Giáp: mi­n d¸ch sát thß½ng ngoÕi công
862	862	7500	Buff8_4		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å×¿²»·²02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Minh Kính: mi­n d¸ch sát thß½ng nµi công
863	863	1000	Buff7_7				boss_Æ®Ãì·å×¿²»·²01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Huynh Ğ®: trÕng thái phçn nµ, nâng cao sát thß½ng và t¯c ğµ di chuy¬n
864	864	1000	Buff8_5		Skills\Common\ÑÌ»¨¡¢°µÀ×.wav		boss_Æ®Ãì·å²»Æ½µÀÈË02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ám Lôi: thân trung ám lôi, sau khi bùng n± s¨ tÕo mµt lßşng sát thß½ng lên các møc tiêu xung quanh
865	865	1000	Buff8_5		Skills\Common\ÑÌ»¨¡¢°µÀ×.wav		boss_Æ®Ãì·å²»Æ½µÀÈË04		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ám Lôi: thân trung ám lôi, sau khi bùng n± s¨ tÕo mµt lßşng sát thß½ng lên các møc tiêu xung quanh
866	866	8600	Buff8_6		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å²»Æ½µÀÈË03		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Tinh Toán: giäm sát thß½ng ngoÕi công, nµi công nh§n phäi, ğ°ng th¶i tång g¤p ğôi sát thß½ng gây ra.
867	867	1000	Buff9_2							0	0	0	0	0		Hæu Thú: m²i giây h°i phøc mµt ít lßşng máu
868	868	1000	Buff9_4							0	0	0	0	0		Ch¤n Nhiªp: m²i giây hao t±n mµt ít lßşng máu
869	869	1000	Buff7_10							0	0	0	0	0		Ngßu Mao Ğµc Châm: dùng ğµc châm làm giäm t¯c ğµ di chuy¬n ğ¯i phß½ng xu¯ng th¤p
870	870	1000	Buff8_1							0	0	0	0	0		Ğµc Tính Biªn Hoán: giäm kháng ğµc xu¯ng 180 ği¬m
871	871	1000	Buff8_2				g01_buff32		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ma Tı Ğµc Dßşc: thñc c¯t chi ğµc, m²i giây nh§n phäi mµt lßşng sát thß½ng nh¤t ğ¸nh
872	872	1000	Buff8_9							0	0	0	0	0		Hàn Bång: ğóng bång ğ¯i phß½ng, làm giäm t¯c ğµ di chuy¬n xu¯ng th¤p
873	873	1000	FightSkillDaLi_4							0	0	0	0	0		Hæu Thú: tång t¯c ğµ di chuy¬n lên 15%
874	874	1000	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Ch¤n Nhiªp: giäm t¯c ğµ di chuy¬n xu¯ng 15%
875	875	1000	Buff8_12				boss_ÀîÇïË®04		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Nµi
876	875	1000	Buff8_13				boss_ÀîÇïË®06		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Höa
877	875	1000	Buff8_15				boss_ÀîÇïË®11		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-NgoÕi
878	875	1000	Buff8_14				boss_ÀîÇïË®14		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Huy«n
879	875	1000	Buff8_11				boss_ÀîÇïË®16		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Bång
880	875	1000	Buff8_10				boss_ÀîÇïË®18		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Ğµc
881	881	7500	Buff8_12							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Nµi
882	881	7500	Buff8_13							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Höa
883	881	7500	Buff8_15							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû NgoÕi
884	881	7500	Buff8_14							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Huy«n
885	881	7500	Buff8_11							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Bång
886	881	7500	Buff8_10							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Ğµc
887	887	1000	Buff9_1							0	0	0	0	0		Hæu Thú: m²i giây s¨ hµi phøc mµt ít lßşng khí
888	888	1000	Buff9_3							0	0	0	0	0		Ch¤n Nhiªp: m²i giây s¨ làm giäm mµt ít lßşng khí
889	99	1400	Ride2_5							0	0	0	1	0		Thú cßŞi: Bích Thüy Kim Tình Thú
890	890	1000	Buff0_16				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Không th¬ sØ døng b¤t cÑ chiêu thÑc nào
891	891	1000	Buff8_1							0	0	0	0	0		Ğµc Tính Biªn Hoán: giäm kháng ğµc xu¯ng 1 ği¬m
892	892	1000	FabaoDaoju_1							0	-1	-1	0	0		Ti¬u Minh Møc Ğan: kinh nghi®m có ğßşc khi dùng ám khí tång 1,5 l¥n
893	893	1000	FabaoDaoju_5							0	-1	-1	0	0		ĞÕi Minh Møc Ğan: kinh nghi®m có ğßşc khi dùng ám khí tång 1,5 l¥n
894	894	1000	Buff8_2				g01_buff32		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Nguy«n rüA:liên tøc m¤t máu
895	895	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äÇà		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
896	896	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä×Ï		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
897	897	3000	PetSkill5_8							0	0	0	0	0		Ğµng Sát Chi Nhãn: kh¡c tinh cüa kë trµm Ti«n Trang
900	900	1000	Buff5_9				»î¶¯BUFF_A01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Thái Hoàng Chiªn Th¥n: tång ngoÕi công, nµi công công kích c½ bän cüa nhân v§t.
901	655	1000	haiwai1_1				g01_xy_jq_»Æ½ğ¼×_1		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Phu Thê Hành Công tâm pháp
902	902	1000	Buff1_6							0	0	0	1	0		Tång: 10% gi¾i hÕn huyªt
903	903	1000	Buff1_7							0	0	0	1	0		Tång: 10% gi¾i hÕn khí
904	904	1000	Buff1_8							0	0	0	1	0		Tång: 15% ngoÕi công
905	905	1000	Buff1_9							0	0	0	1	0		Tång: 15% nµi công
906	906	1000	Buff1_10							0	0	0	1	0		Tång: 15% ngoÕi thü
907	907	1000	TaskTools3_8							0	0	0	1	0		Tång: 15% nµi thü
908	908	1000	Buff1_6							0	0	0	1	0		Tång: 11% gi¾i hÕn huyªt
909	909	1000	Buff1_7							0	0	0	1	0		Tång: 11% gi¾i hÕn khí
910	910	1000	Buff1_8							0	0	0	1	0		Tång: 16% ngoÕi công
911	911	1000	Buff1_9							0	0	0	1	0		Tång: 16% nµi công
912	912	1000	Buff1_10							0	0	0	1	0		Tång: 16% ngoÕi thü
913	913	1000	TaskTools3_8							0	0	0	1	0		Tång: 16% nµi thü
914	914	1000	Buff1_6							0	0	0	1	0		Tång: 11% gi¾i hÕn huyªt
915	915	1000	Buff1_7							0	0	0	1	0		Tång: 11% gi¾i hÕn khí
916	916	1000	Buff1_8							0	0	0	1	0		Tång: 17% ngoÕi công
917	917	1000	Buff1_9							0	0	0	1	0		Tång: 17% nµi công
918	918	1000	Buff1_10							0	0	0	1	0		Tång: 17% ngoÕi thü
919	919	1000	TaskTools3_8							0	0	0	1	0		Tång: 17% nµi thü
920	920	1000	Buff1_6							0	0	0	1	0		Tång: 12% gi¾i hÕn huyªt
921	921	1000	Buff1_7							0	0	0	1	0		Tång: 12% gi¾i hÕn khí
922	922	1000	Buff1_8							0	0	0	1	0		Tång: 18% ngoÕi công
923	923	1000	Buff1_9							0	0	0	1	0		Tång: 18% nµi công
924	924	1000	Buff1_10							0	0	0	1	0		Tång: 18% ngoÕi thü
925	925	1000	TaskTools3_8							0	0	0	1	0		Tång: 18% nµi thü
948	948	1000	MenpaiLiveSkill2_13				hd_×Ô±¬buffÊÍ·Å		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Li®t Höa Liêu Nguyên: Sau khi hi®u Ñng m¤t ği, gây hi®u quä làm giäm 50% máu cüa t¯i ğa 15 quái trong phÕm vi 5m xung quanh.
949	949	6000	Buff11_8				·ï»ËÕ½Æì_±³Æì		·ï»ËÕ½Æì°ó¶¨µã	0	0	0	1	0		Phøng Hoàng chiªn kÏ, không th¬ d¸ch chuy¬n. R½i ra khi ¦n thân, cßŞi thú, tØ vong
950	950	1000	Buff4_16				BOSS´«ËÍ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		V§n chuy¬n
951	951	8850	Buff1_5							0	1	1	0	0		Hß nhßşc: sát thß½ng nh§n ğßşc tång 50%
955	955	1000	PetEquipBuff1_9							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Liên Kích
956	956	1000	PetEquipBuff1_5							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Mãnh Kích
957	957	1000	PetEquipBuff1_4							0	0	0	1	0		Khi phóng thích kÛ nång Mãnh Kích tång thêm ngoÕi công
958	958	1000	PetEquipBuff1_3							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Th¯ng Kích
959	959	1000	PetEquipBuff1_8							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Li®t Höa Chú, Huy«n Lôi Chú, Huyªt Ğµc Chú, Hàn Bång Chú
960	960	1000	PetEquipBuff1_2							0	0	0	1	0		Khi phóng thích kÛ nång Mãnh Kích tång thêm nµi công
961	961	1000	PetEquipBuff1_7							0	0	0	1	0		Khi phòng thích Li®t Höa Chú, Huy«n Lôi Chú, Huyªt Ğµc Chú, Hàn Bång Chú tång thêm công kích thuµc tính tß½ng Ñng
962	962	1000	PetEquipBuff1_6							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Linh Ğµng ğ¯i v¾i Trân Thú
963	963	1000	PetEquipBuff2_3							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Linh Khí ğ¯i v¾i ngß¶i ch½i
964	964	1000	PetEquipBuff1_1							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Trung Tâm ğ¯i v¾i ngß¶i ch½i
965	965	1000	PetEquipBuff1_12							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phän Ch¤n ğ¯i v¾i møc tiêu
966	966	1000	PetEquipBuff1_11							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phän Kích ğ¯i v¾i møc tiêu
967	966	1000	PetEquipBuff1_10							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Su¤t Bán ğ¯i v¾i møc tiêu
968	964	1000	PetEquipBuff2_2							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phá Tri«n ğ¯i v¾i møc tiêu
969	965	1000	PetEquipBuff2_1							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Hß Nhßşc ğ¯i v¾i møc tiêu
970	966	1000	PetEquipBuff1_16							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Ğä Nµ ğ¯i v¾i møc tiêu
971	967	1000	PetEquipBuff1_14							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång H¤p Khí ğ¯i v¾i møc tiêu
972	968	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä°µºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
973	969	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä³È		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
974	970	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä·Ûºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
975	971	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äºÚ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
976	972	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
977	973	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä»Æ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
978	974	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äÂÌ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
979	975	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äÇ³À¶		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
980	980	6000	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Thanh Long Chiªn Xa
981	981	6000	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu BÕch H± Chiªn Xa
982	982	6000	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Chu Tß¾c Chiªn Xa
983	983	6000	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Huy«n Vû Chiªn Xa
984	984	6000	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Bàn C± Chiªn Xa
985	985	6000	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Thanh Long Chiªn Xa
986	986	6000	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng BÕch H± Chiªn Xa
987	987	6000	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Chu Tß¾c Chiªn Xa
988	988	6000	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Huy«n Vû Chiªn Xa
989	989	7500	FightSkillGaiBang_3							0	0	0	1	0		Mi­n D¸ch Giäm T¯c
990	990	7500	FightSkillMingJiao1_3				g01_buff18		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Mi­n D¸ch Tán Công
991	991	7500	FightSkillShaoLin2_3	g01_sl_zdo_mingjingtai_01		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Mi­n D¸ch Th¤t Minh
992	993	1000	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		ÉíÌåÊÜ»÷µã	g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Ği¬m huy®t: Phong huy®t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc ğßşc
993	993	1000	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng bàn C± Chiªn Xa
994	994	1000	Buff0_15		Skills\Sl\Sl_½ğ¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Ğ¸nh thân: không th¬ di chuy¬n ğ°ng th¶i không th¬ công kích ho£c sØ døng kÛ nång
995	1022	1000	YuanDan1_1				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
996	1022	1000	YuanDan1_4				g01_buff_Ê¥µ®ÀñºĞ02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
997	1022	1000	YuanDan1_3				g01_buff_Ê¥µ®ÀñºĞ03		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
998	1022	1000	YuanDan1_2				g01_buff_Ê¥µ®ÀñºĞ04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
999	999	7500	Buff4_16							0	0	0	0	0		Mi­n d¸ch kh¯ng chª và ğông cÑng
1000	1000	7500	Buff4_16							0	0	0	0	0		Mi­n d¸ch kh¯ng chª
1001	30	1000	Buff1_4							0	1	1	0	0		Phá trán: Gia tång sát thß½ng khi b¸ kÛ nång Hoä thiêu xích bích công kích
1002	34	1000	Buff1_5							0	1	1	0	0		Hß nhßşc: Giäm b¾t Nµi công công kích
1003	1003	1000	FightSkillXiaoYao1_5							0	0	1	0	0		Giao long xu¤t thuÖ: Khi b¸ Th§n long loÕn vû công kích s¨ r¾t vào trÕng thái Ğ¸nh thân
1004	23	1000	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã	g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Th§n long loÕn vû: ğông cÑng, T¯c ğµ di chuy¬n b¸ giäm.
1005	1005	1000	FightSkillXiaoYao1_7							0	0	1	0	0		Häi th¸ th§n lâu: Gia tång sát thß½ng khi b¸ kÛ nång Giao long loÕn vû công kích
1006	1006	1000	FightSkillMingJiao_15				boss_¾µºşË®¹í_»ğÉÕ³à±Ú		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Höa thiêu xích bích: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 15 mét s¨ b¸ hi®u quä kéo dài cüa Höa công kích và Phá trán.
1007	1007	1000	FightSkillGaiBang1_8				boss_¾µºşË®¹í_òÔÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Giao long loÕn vû: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 5 mét s¨ b¸ Höa công kích
1008	1008	1000	FightSkillGaiBang_4				boss_¾µºşË®¹í_ò×ÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Th§n long loÕn vû: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 5 mét s¨ b¸ hi®u quä ğông cÑng giäm t¯c và Höa công kích.
1009	345	1000	PetSkill3_3				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	1	0	0		Vß½ng Thú g¥m thét: thu hút quái v§t công kích bän thân
1010	58	8000	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Cu°ng bÕo: hµi công tång
1011	25	1000	Buff1_3							0	1	1	0	0		Phá tri«n: hµi thü giäm
1012	1012	9100	FightSkillMingJiao_9	g01_em_buff1114	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	g01_dl_ÖĞ³å½£01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğ¦u Chuy¬n Tinh Di: g§y ông ğ§p lßng ông
1013	98	1000	Buff1_5							0	1	1	0	0		Ğông cÑng: né tránh giäm
1014	1014	8000	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Cu°ng bÕo: công kích tång, phòng thü giäm
1015	1015	1000	PetSkill3_7				cw_shixueÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ham h§u: phòng thü tång, công kích giäm
1016	1016	8000	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Cu°ng bÕo: tång khä nång công kích, phòng thü giäm
1017	1017	1000	PetSkill3_5				cw_shixue»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Bính m®nh: hµi công, chính xác tång; hµi thü, né tránh giäm
1018	1018	1000	PetSkill4_1				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	1	0		Th¥n hñu: không g£p phäi sát thß½ng
1019	30	1000	Buff1_4				g01_xy_jq_»Æ½ğ¼×_1		Í·¶¥×´Ì¬µã	0	0	0	0	0		S½ h· chï ği¬m: b¸ Vß½ng Ngæ Yên chï ra s½ h· cüa chiêu thÑc
1020	25	1000	Buff1_3							0	1	1	0	0		Phá tri«n: kÛ nång loÕi phát công th¶i gian duy trì giäm
1021	1001	7500	Buff4_16							0	0	0	0	0		Mi­n d¸ch hi®u quä mù và sş hãi
1022	1022	1000	MakeMaterial8_16							0	0	0	0	0		Chúc phúc cüa Tuyªt Nhân: tång t¤t cä thuµc tính 10 ği¬m
1023	334	8600	TaskTools3_3							0	0	0	1	0		M· Bäo Sß½ng Bäo Hµ: vô ğ¸ch, chï khi di chuy¬n hoåc sØ døng chiêu thÑc thì trÕng thái s¨ biªn m¤t
1024	1024	1000	Huodong_16							1	0	0	0	0		Quà t£ng 1 tháng 5: Sau khi BUFF biªn m¤t, có th¬ ğªn ch² trß·ng môn cüa môn phái ğ¬ nh§n quà
