INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10212019	1	2	12	19	3	387	1	60	4	Huy«n vû thánh uy¬n	96	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, sÇn có ngu°n lñc linh thiêng vô biên.	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	»¤Íó	2148	2002	0
10212020	1	2	12	20	3	383	1	70	4	Huy«n thª ma uy¬n	96	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	»¤Íó	2149	2002	0
10213001	1	2	13	1	2	18	1	51	4	C¦m ma y	8	Y phøc làm b¢ng väi thô, thích hþp sØ døng cho x½ nh§p giang h°.	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	ÒÂ·þ	2150	2002	0
10213002	1	2	13	2	2	18	1	61	4	Vân châu y	8	Y phøc ðßþc làm b¢ng väi ðay, thích hþp sØ døng cho x½ nh§p giang h°.	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	ÒÂ·þ	2151	2002	0
10213003	1	2	13	3	2	17	1	52	4	Xuân v§n y	18	Y phøc làm b¢ng väi nhung, tinh xäo vô cùng, hoa mÛ d­ ch¸u.	127	610	135	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	53	-1	-1	-1	Cloth3_7	ÒÂ·þ	2152	2002	0
10213004	1	2	13	4	2	11	1	62	4	Thu thñc y	18	Y phøc làm b¢ng väi t½, tinh xäo vô cùng, hoa mÛ d­ ch¸u.	127	610	135	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	53	-1	-1	-1	Cloth3_10	ÒÂ·þ	2153	2002	0
10213005	1	2	13	5	2	29	1	53	4	Chu ng÷c y	28	Y phøc làm b¢ng väi g¤m, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	247	1186	147	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Cloth3_15	ÒÂ·þ	2154	2002	0
10213006	1	2	13	6	2	135	1	63	4	Bích t¸ch y	28	Y phøc làm b¢ng løa, mÛ luân mÛ hoán, ði¬n nhã hoa quý.	247	1186	147	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Cloth4_3	ÒÂ·þ	2155	2002	0
10213007	1	2	13	7	2	21	1	54	4	Nhuy¬n h° c¥u	38	Y phøc có nÕm rång cüa chú sói, x½ lµ phong mãng, kiên c¯ hæu lñc.	433	2078	160	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	101	-1	-1	-1	Cloth4_4	ÒÂ·þ	2156	2002	0
10213008	1	2	13	8	2	7	1	64	4	Nguyên võ y	38	Y phøc có nÕm móng vu¯t cüa chú sói, x½ lµ phong mãng, kiên c¯ hæu lñc.	433	2078	160	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	101	-1	-1	-1	Cloth4_6	ÒÂ·þ	2157	2002	0
10213009	1	2	13	9	2	255	1	55	4	Xích huyªt y	48	Y phøc có nÕm rång cüa h±, phong mãng t¤t lµ, bá khí th§p túc.	722	3466	172	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	Cloth4_16	ÒÂ·þ	2158	2002	0
10213010	1	2	13	10	2	3	1	65	4	Tiêu dß½ng y	48	Y phøc có nÕm móng vu¯t cüa h±, phong mãng t¤t lµ, bá khí th§p túc.	722	3466	172	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	Cloth5_1	ÒÂ·þ	2159	2002	0
10213011	1	2	13	11	2	136	1	56	4	Hàn sß½ng giáp	58	Làm t× da thu°ng lu°ng và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	1070	5136	185	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	Cloth5_2	ÒÂ·þ	2160	2002	0
10213012	1	2	13	12	2	137	1	66	4	Nguyên linh y	58	Làm t× t½ t¢m ðen và sþi t½ bÕc, cäm giác m«m mÕi khi tiªp xúc, có khä nång phòng ngñ r¤t t¯t.	1070	5136	185	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	Cloth5_3	ÒÂ·þ	2161	2002	0
10213013	1	2	13	13	2	23	1	57	4	Ð¸a hoàng giáp	68	Trên y phøc có v¨ Thiên Khu Tinh Ð°, huy«n di®u vô cùng.	1465	7032	197	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	Cloth5_13	ÒÂ·þ	2162	2002	0
10213014	1	2	13	14	2	9	1	67	4	Th¤t tinh c¥u	68	Trên y phøc có v¨ Thiên C½ Tinh Ð°, huy«n di®u vô cùng.	1465	7032	197	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	Cloth5_16	ÒÂ·þ	2163	2002	0
10213015	1	2	13	15	2	144	1	58	4	NgÕo hoàng y	78	Dành riêng cho Tham Lang tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1775	8520	210	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	197	-1	-1	-1	Cloth7_8	ÒÂ·þ	2164	2002	0
10213016	1	2	13	16	2	144	1	68	4	Dçn phøng y	78	Dành riêng cho Th¥n Môn tinh quân, th¥n khí bao quanh, rñc rÞ ð©p m¡t.	1775	8520	210	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	197	-1	-1	-1	Cloth7_8	ÒÂ·þ	2165	2002	0
10213017	1	2	13	17	2	401	1	59	4	Døc hoä thiên y	88	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có phù vân thiên trßþng, danh ðµng thiên hÕ.	2450	11760	222	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	-1	221	-1	-1	-1	Cloth7_13	ÒÂ·þ	2166	2002	0
10213018	1	2	13	18	2	406	1	69	4	Mµc thuÖ thiên y	88	Không biªt ðßþc làm ra t× v§t ch¤t gì, trên có long tß¶ng vÕn lý, danh ðµng thiên hÕ.	2450	11760	222	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	-1	221	-1	-1	-1	Cloth7_15	ÒÂ·þ	2167	2002	0
10213019	1	2	13	19	2	367	1	60	4	Huy«n vû thánh y	98	Làm t× ðá ngû s¡c mà Næ Oa dùng ð¬ vá tr¶i, h¤p thø tinh hoa m£t trång m£t tr¶i, sÇn có ngu°n lñc linh thiêng vô biên.	3400	16320	235	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	-1	245	-1	-1	-1	Cloth10_6	ÒÂ·þ	2168	2002	0
10213020	1	2	13	20	2	363	1	70	4	Nhuy¬n thª ma y	98	Ðªn t× âm phü, ðßþc luy®n b·i lØa âm phü mà thành, oán khí ð§m ð£c, ma lñc mÕnh m¨.	3400	16320	235	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	-1	245	-1	-1	-1	Cloth10_9	ÒÂ·þ	2169	2002	0
10220001	1	2	20	1	7	-1	1	-1	-1	Loan hoa kªt	8	Dung các ðóa hóa kªt thành, có mùi th½m nh©.	90	432	122	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	Necklace2_2	ÏîÁ´	2170	2002	0
10220002	1	2	20	2	7	-1	1	-1	-1	Lam bäo hÕng liên	18	HÕng liên ðßþc làm b¢ng Bäo ThÕch màu lam, có th¬ cäm Ñng v¾i qua lÕi ngß¶i sØ døng.	127	610	135	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	Necklace2_4	ÏîÁ´	2171	2002	0
10220003	1	2	20	3	7	-1	1	-1	-1	Thái cñc hµ phù	28	†n chÑa huy«n c½ cüa bát quái, có th¬ nâng cao nång lñc cüa bän thân.	247	1186	147	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	Necklace2_5	ÏîÁ´	2172	2002	0
10220004	1	2	20	4	7	-1	1	-1	-1	Vân häi liên	38	HÕng liên ng÷c thÕch có màu xanh tr¡ng, phía sau lßng có v¨ vân s½n tÑ häi ð°, vì v§y m¾i có tên g÷i nhß v§y.	433	2078	160	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	Necklace2_1	ÏîÁ´	2173	2002	0
10220005	1	2	20	5	7	-1	1	-1	-1	H± phách hµ phù	48	Ðßþc làm ra t× h± phách, mµt ngàn nåm trß¾c nhña cüa cây tùng r½i xu¯ng kªt tinh thành, có th¬ bäo v® sÑc khoë.	722	3466	172	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	Necklace2_9	ÏîÁ´	2174	2002	0
10220006	1	2	20	6	7	-1	1	-1	-1	Th¤t tình thúc	58	Thân dây ðßþc làm t× 7 sþi vàng n¯i lÕi v¾i nhau, · giæa có ðính xá lþi cüa Ph§t gia, ð¬ c¡t ðÑt th¤t tình løc døc.	1070	5136	185	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	Necklace2_3	ÏîÁ´	2175	2002	0
10220007	1	2	20	7	7	-1	1	-1	-1	Tình nhân l®	68	Thân dây dài bäy phân, dß¾i ánh trång toát lên hàn quang lÕnh l¨o, sþi dây ðßþc n¯i li«n t× trên xu¯ng dß¾i, gi¯ng nhß nhæng gi÷t l® v×a ðßþc nhö xu¯ng.	1465	7032	197	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	Necklace_16	ÏîÁ´	2176	2002	0
10220008	1	2	20	8	7	-1	1	-1	-1	Dçn lµ linh	78	Sþi dây ðßþc làm t× ð°ng vàng, có treo mµt kim linh ngû giác, tiêng chuông vang liên h°i, nhßng không chói tai, tß½ng truy«n là chuông dçn ðß¶ng cüa cõi âm.	1955	9384	210	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	Necklace2_6	ÏîÁ´	2177	2002	0
10220009	1	2	20	9	7	-1	1	-1	-1	Nguy®t quang	88	Linh v§t sinh trß·ng ðßþc nh¶ h¤p thø tinh hoa cüa m£t trång, töa ra ánh sáng m¶ m¶ màu lam tím, cñc kÏ th¥n bí.	2730	13104	222	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	Necklace2_8	ÏîÁ´	2178	2002	0
10220010	1	2	20	10	7	-1	1	-1	-1	Ði®p Tiên	98	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	3720	17856	235	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	Necklace2_7	ÏîÁ´	2179	2002	0
10220011	1	2	20	11	7	-1	1	-1	-1	Tuyên Thanh Thúc	38	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	433	2078	160	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	Necklace2_1	ÏîÁ´	2180	2002	0
10220012	1	2	20	12	7	-1	1	-1	-1	Lßu Ly Kªt	48	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	722	3466	172	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	Necklace2_2	ÏîÁ´	2181	2002	0
10220013	1	2	20	13	7	-1	1	-1	-1	Âm Dß½ng Liên	58	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	1070	5136	185	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	Necklace2_5	ÏîÁ´	2182	2002	0
10220014	1	2	20	14	7	-1	1	-1	-1	Câu H°n Linh	78	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	1955	9384	210	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	Necklace2_6	ÏîÁ´	2183	2002	0
10220015	1	2	20	15	7	-1	1	-1	-1	Li®t Nh§t	88	Truy«n thuyªt có nói là v§t cüa CØu Thiên Huy«n Næ ðeo trên ngß¶i, tinh mÛ tuy®t luân, gi¯ng nhß h° ði®p ðang bay lßþn, ¦n chÑa th¥n lñc.	2730	13104	222	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	Necklace3_7	ÏîÁ´	2184	2002	0
